movie_name,production_year,production_budget,domestic_box_office,international_box_office,Success_Failure_All,Success_Failure_Domestic,rating,creative_type,source,production_method,genre,sequel,running_time
G.I. Joe: Retaliation,2012,140000000,122523060,253217645,1,0,PG-13,Contemporary Fiction,Based on Toy,Animation/Live Action,Action,1,110
Gravity,2012,110000000,274092705,421849092,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
Grown Ups 2,2012,80000000,133668525,113355283,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,100
Hit & Run,2012,22000000,13749300,3467655,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95
"I, Frankenstein",2012,65000000,19075290,55500000,0,0,PG-13,Fantasy,Based on Comic/Graphic Novel,Live Action,Action,0,92
Ice Age: Continental Drift,2012,95000000,161321843,718443294,1,0,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,1,87
Inside Llewyn Davis,2012,11000000,13248209,19695038,1,0,R,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,104
Iron Man 3,2012,200000000,408992272,806400000,1,1,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action,1,130
Jack Reacher,2012,60000000,80070736,137300000,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,130
Katy Perry: Part of Me,2012,12000000,25326071,7374368,1,1,PG,Factual,Based on Real Life Events,Live Action,Concert/Performance,0,95
Killing Them Softly,2012,15000000,14945541,24292902,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,97
Les Miserables,2012,65000000,148809770,293359282,1,1,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Musical,0,158
Madagascar 3: Europe's Most Wanted,2012,145000000,216391482,530529789,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,85
Mama,2012,15000000,71628180,76467386,1,1,PG-13,Fantasy,Based on Short Film,Live Action,Horror,0,109
Man of Steel,2012,225000000,291045518,376954000,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,142
Mirror Mirror,2012,85000000,64935167,108678315,1,0,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,95
Monsters University,2012,200000000,268488329,475100000,1,0,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,102
Mud,2012,10000000,21590086,9966873,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,130
Oblivion,2012,120000000,89107235,198809398,1,0,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,125
Pain & Gain,2012,26000000,49875291,31400000,1,0,R,Contemporary Fiction,Based on Real Life Events,Live Action,Action,0,129
Paranoia,2012,40000000,7388654,8784939,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,146
Parental Guidance,2012,25000000,77267296,43565087,1,1,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,104
Peeples,2012,15000000,9177065,130101,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95
Phantom,2012,18000000,1034589,164921,0,0,R,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,97
Pitch Perfect,2012,17000000,65001093,51043254,1,1,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,0,112
Pompeii,2012,80000000,23169033,85300000,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,102
Resident Evil: Retribution,2012,65000000,42345531,196595466,1,0,R,Science Fiction,Based on Game,Live Action,Action,1,95
Rise of the Guardians,2012,145000000,103412758,203488144,1,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,97
Savages,2012,45000000,47323100,33271760,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,130
Seven Psychopaths,2012,13500000,15024049,18011687,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,109
Side Effects,2012,30000000,32172757,34569381,1,0,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105
Silent Hill: Revelation 3D,2012,20000000,17530219,38445453,1,0,R,Fantasy,Based on Game,Live Action,Horror,1,94
Skyfall,2012,200000000,304360277,806166704,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,143
Snitch,2012,15000000,42930462,14977272,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,95
Sparkle,2012,10000000,24397469,262854,1,1,PG-13,Historical Fiction,Remake,Live Action,Drama,0,112
Star Trek Into Darkness,2012,190000000,228778661,238602923,1,0,PG-13,Science Fiction,Based on TV,Live Action,Adventure,1,132
Stolen,2012,35000000,289773,17677973,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,96
Texas Chainsaw 3D,2012,20000000,34341945,13324068,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,92
The Amazing Spider-Man,2012,220000000,262030663,495859604,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,1,136
The Avengers,2012,225000000,623279547,896200000,1,1,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action,0,143
The Collection,2012,10000000,6810754,2079340,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,82
The Dark Knight Rises,2012,275000000,448139099,636300000,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,164
The Expendables 2,2012,100000000,85028192,226951064,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,103
The Great Gatsby,2012,190000000,144840419,206200000,0,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,141
The Hobbit: An Unexpected Journey,2012,250000000,303003568,714000000,1,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,169
The Host,2012,50000000,26623701,37853350,0,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,88
The Iceman,2012,10000000,1930282,1693327,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,105
The Incredible Burt Wonderstone,2012,32000000,22537881,4854728,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100
The Last Stand,2012,30000000,12050299,36280458,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,107
The Master,2012,37500000,16247159,42544852,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,136
The Paperboy,2012,12500000,677200,2844953,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,107
The Place Beyond the Pines,2012,15000000,21403519,25607930,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,140
The Reluctant Fundamentalist,2012,15000000,528731,0,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,128
The Secret Life of Walter Mitty,2012,91000000,58236838,130175028,1,0,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,114
Think Like a Man,2012,12000000,91547205,21826559,1,1,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Romantic Comedy,0,122
To Rome with Love,2012,21500000,16684352,57641663,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,112
Total Recall,2012,125000000,58877969,152978119,0,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,117
Trance,2012,16000000,2322593,20271459,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,101
Trouble with the Curve,2012,60000000,35763137,12055776,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111
Walking with Dinosaurs,2012,80000000,36076121,94504609,0,0,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,87
What to Expect When You're Expecting,2012,37500000,41152203,79773494,1,0,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Romantic Comedy,0,109
Wrath of the Titans,2012,150000000,83670083,221600000,1,0,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure,1,99
Zambezia,2012,20000000,0,34454631,0,0,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,83
Zero Dark Thirty,2012,52500000,95720716,38891719,1,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,137
12 Years a Slave,2013,20000000,56671993,124353350,1,1,R,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,133
3 Days to Kill,2013,28000000,30697999,8261901,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
300: Rise of an Empire,2013,110000000,106580051,224200000,1,0,R,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action,1,102
47 Ronin,2013,175000000,38362475,113354340,0,0,PG-13,Fantasy,Original Screenplay,Live Action,Action,0,127
A Walk Among the Tombstones,2013,28000000,26017685,36090902,1,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,113
About Time,2013,12000000,15323921,73985257,1,0,R,Science Fiction,Original Screenplay,Live Action,Romantic Comedy,0,123
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2013,28000000,66954149,34425138,1,1,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,81
Alvin and the Chipmunks: The Road Chip,2013,90000000,85886987,163633443,1,0,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1,86
American Hustle,2013,40000000,150117807,107760487,1,1,R,Dramatization,Based on Real Life Events,Live Action,Black Comedy,0,138
Bad Words,2013,10000000,7779614,63531,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,89
Battle of the Year,2013,20000000,8888355,7835022,0,0,PG-13,Contemporary Fiction,Based on Movie,Live Action,Drama,0,109
Before I Go to Sleep,2013,22000000,3242457,16321122,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,92
Black Nativity,2013,17500000,7018188,266947,0,0,PG,Fantasy,Based on Play,Live Action,Musical,0,95
Blood Ties,2013,26000000,42472,2881487,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,128
Blue Jasmine,2013,18000000,33404871,69508090,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98
Broken Horses,2013,15000000,0,3471,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,101
Captain Phillips,2013,55000000,107136417,113511767,1,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,133
Carrie,2013,30000000,35266619,47142901,1,0,R,Fantasy,Remake,Live Action,Horror,0,99
Cloudy with a Chance of Meatballs 2,2013,78000000,119793567,154599082,1,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1,95
Delivery Man,2013,22000000,30659817,39877053,1,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,105
Despicable Me 2,2013,76000000,368065385,607151450,1,1,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,98
Earth to Echo,2013,13000000,38934842,3239703,1,1,PG,Kids Fiction,Original Screenplay,Animation/Live Action,Adventure,0,89
Epic,2013,100000000,107518682,155275759,1,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,103
Fifty Shades of Grey,2013,40000000,166167230,404830871,1,1,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,125
Free Birds,2013,55000000,55750480,54636592,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91
Frozen,2013,150000000,400738009,873496971,1,1,PG,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Adventure,0,102
Getaway,2013,18000000,10501938,1312051,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,89
Grudge Match,2013,40000000,29807260,40000000,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,113
Heaven is for Real,2013,12000000,91386097,9533014,1,1,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,100
Her,2013,23000000,25568251,22933420,1,0,R,Science Fiction,Original Screenplay,Live Action,Drama,0,119
Hercules,2013,100000000,72688614,170700000,1,0,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,97
Homefront,2013,22000000,20158492,31536870,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,100
Hot Tub Time Machine 2,2013,14000000,12314651,137950,0,0,R,Science Fiction,Original Screenplay,Live Action,Comedy,1,93
Identity Thief,2013,35000000,134506920,40854658,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,147
Jack Ryan: Shadow Recruit,2013,60000000,50577412,80800000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,105
Jackass Presents: Bad Grandpa,2013,15000000,102003019,58900000,1,1,R,Factual,Based on Real Life Events,Live Action,Comedy,0,92
Jobs,2013,18000000,16131410,27271105,1,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,127
Khumba,2013,15000000,0,20898221,0,0,Not Rated,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,85
Kick-Ass 2,2013,28000000,28795985,34333924,1,0,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,103
La grande bellezza,2013,12000000,2883879,26665266,1,0,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,142
Last Vegas,2013,28000000,63914167,49000000,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
Lone Survivor,2013,40000000,125095601,24709031,1,1,R,Dramatization,Based on Factual Book/Article,Live Action,Action,0,121
Machete Kills,2013,20000000,8008161,10264848,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,107
Maleficent,2013,180000000,241407328,517129407,1,0,PG,Fantasy,Spin-Off,Live Action,Adventure,0,97
Mandela: Long Walk to Freedom,2013,35000000,8323085,21567317,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,146
Muppets Most Wanted,2013,55000000,51178893,28133408,0,0,PG,Kids Fiction,Based on TV,Live Action,Adventure,1,106
Nebraska,2013,12000000,17654912,7106448,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,114
Neighbors,2013,18000000,150086800,120857628,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
No Good Deed,2013,13200000,52543632,1779578,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,84
Non-Stop,2013,50000000,91742160,130640895,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,110
Now You See Me,2013,75000000,117723989,225045211,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,116
Olympus Has Fallen,2013,70000000,98927592,51634572,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,120
Out of the Furnace,2013,22000000,11330849,4103526,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,115
Pacific Rim,2013,190000000,101802906,309200000,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,131
Paranormal Activity: The Ghost Dimension,2013,10000000,18297124,59799429,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,88
Percy Jackson: Sea of Monsters,2013,90000000,68559554,132300000,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,105
Philomena,2013,12000000,37709979,61253413,1,1,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,97
Pixels,2013,90000000,78747585,165378715,1,0,PG-13,Science Fiction,Based on Short Film,Animation/Live Action,Adventure,0,105
Prisoners,2013,46000000,61002302,52400000,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,153
Project Almanac,2013,12000000,22348241,10561196,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Adventure,0,106
RED 2,2013,84000000,53262560,83900000,0,0,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,1,116
Redemption,2013,23000000,36686,13556787,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
RoboCop,2013,120000000,58607007,184374792,1,0,PG-13,Science Fiction,Remake,Live Action,Action,0,116
Runner Runner,2013,30000000,19316646,41196034,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
Rush,2013,38000000,26947624,71283215,1,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,123
Saving Mr. Banks,2013,35000000,83299761,31662764,1,1,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,125
Snowpiercer,2013,40000000,4563029,83506851,1,0,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,126
Son of God,2013,22000000,59700064,11249729,1,1,PG-13,Dramatization,Based on Religious Text,Live Action,Drama,0,138
The Amazing Spider-Man 2,2013,200000000,202853933,506142403,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,141
The Best Man Holiday,2013,17000000,70525195,2310515,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,122
The Book Thief,2013,19000000,21488481,54598230,1,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,127
The Call,2013,12800000,51872378,17949098,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,96
The Conjuring,2013,20000000,137400141,180600000,1,1,R,Fantasy,Original Screenplay,Live Action,Horror,0,111
The Counselor,2013,25000000,16973715,54035619,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111
The Croods,2013,135000000,187168425,385900000,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,98
The Family,2013,30000000,36918811,14159730,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Black Comedy,0,111
The Fifth Estate,2013,26000000,3254172,2900000,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,128
The Frozen Ground,2013,19200000,0,5617460,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105
The Grand Budapest Hotel,2013,31000000,59076019,105274390,1,0,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,100
The Heat,2013,43000000,159581587,70146187,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,117
The Hobbit: The Desolation of Smaug,2013,250000000,258366855,702000000,1,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,201
The Hunger Games: Catching Fire,2013,130000000,424668047,440200000,1,1,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,146
The Immigrant,2013,16000000,2013456,5571555,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,120
The Internship,2013,58000000,44672764,49000000,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,119
The Last Days on Mars,2013,10600000,24084,237280,0,0,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,98
The Legend of Hercules,2013,70000000,18848538,40104781,0,0,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,98
The Lego Movie,2013,60000000,257784718,199944670,1,1,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0,110
The Lone Ranger,2013,275000000,89302115,170700000,0,0,PG-13,Historical Fiction,Based on TV,Live Action,Western,0,149
The Monuments Men,2013,70000000,78031620,80671128,1,0,PG-13,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,118
The Mortal Instruments: City of Bones,2013,60000000,31165421,44800146,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,130
The Nut Job,2013,30000000,64251538,58278428,1,1,PG,Kids Fiction,Based on Short Film,Digital Animation,Adventure,0,86
The Railway Man,2013,18000000,4438438,19471772,0,0,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,116
The Smurfs 2,2013,110000000,71017784,277529739,1,0,PG,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,1,104
The Wolverine,2013,115000000,132556852,283900000,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,126
The World's End,2013,20000000,26004851,21503654,1,0,R,Science Fiction,Original Screenplay,Live Action,Comedy,0,109
The Young and Prodigious T.S. Spivet,2013,33000000,176847,180840,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,105
Thor: The Dark World,2013,150000000,206362140,438240376,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,1,111
Turbo,2013,135000000,83028130,203868448,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96
Under the Skin,2013,13300000,2614251,4615682,0,0,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,108
We're the Millers,2013,37000000,150394119,117422157,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100
White House Down,2013,150000000,73103784,132336603,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,131
Winter's Tale,2013,60000000,12600231,9868389,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,118
22 Jump Street,2014,50000000,191719337,139614539,1,1,R,Contemporary Fiction,Based on TV,Live Action,Comedy,1,111
A Most Violent Year,2014,20000000,5749134,322299,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,125
A Most Wanted Man,2014,15000000,17237855,18831035,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,121
About Last Night,2014,13000000,48637684,1808176,1,1,R,Contemporary Fiction,Based on Play,Live Action,Romantic Comedy,0,100
Accidental Love,2014,26000000,0,135436,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,81
Aloha,2014,37000000,21052030,3883769,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,105
American Sniper,2014,58000000,350126372,197200000,1,1,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,132
And So It Goes,2014,18000000,15160801,2601240,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,93
Annie,2014,65000000,85911262,53929263,1,0,PG,Contemporary Fiction,Remake,Live Action,Musical,0,118
Automata,2014,15000000,0,6775458,0,0,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,110
Big Eyes,2014,10000000,14482031,12835841,1,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,106
Big Hero 6,2014,165000000,222527828,429600000,1,0,PG,Super Hero,Original Screenplay,Digital Animation,Adventure,0,108
Blackhat,2014,70000000,7889395,11659024,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,133
Blended,2014,45000000,46290741,81700000,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117
Brick Mansions,2014,28000000,20396829,53024395,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,89
Brooklyn,2014,11000000,38322743,23753398,1,1,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,113
Burnt,2014,20000000,13651946,18980722,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100
Captain America: The Winter Soldier,2014,170000000,259746958,454654931,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,135
Child 44,2014,50000000,1224330,2210000,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,137
Cinderella,2014,95000000,201151353,333400000,1,1,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,0,105
Danny Collins,2014,10000000,5637066,1864066,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106
Dawn of the Planet of the Apes,2014,170000000,208545589,502098977,1,0,PG-13,Science Fiction,Remake,Animation/Live Action,Adventure,1,130
Deliver Us from Evil,2014,30000000,30577122,57379496,1,0,R,Fantasy,Based on Factual Book/Article,Live Action,Horror,0,118
Divergent,2014,85000000,150947895,125067070,1,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,140
Dolphin Tale 2,2014,36000000,42024533,15800000,0,0,PG,Kids Fiction,Original Screenplay,Live Action,Drama,1,107
Dracula Untold,2014,70000000,55991880,164249843,1,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,92
Draft Day,2014,25000000,28842237,1005243,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,109
Dumb and Dumber To,2014,40000000,86208010,70345582,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,110
Elsa & Fred,2014,10000000,67657,41487,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105
Endless Love,2014,20000000,23438250,11279923,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,105
Escobar: Paradise Lost,2014,17000000,195792,1778153,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,119
Exodus: Gods and Kings,2014,140000000,65014513,203300000,0,0,PG-13,Historical Fiction,Based on Religious Text,Live Action,Drama,0,150
Freedom,2014,14500000,0,812783,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,95
Furious 7,2014,190000000,351032910,1165715774,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,137
Fury,2014,80000000,85755593,124497775,1,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,134
Get on Up,2014,30000000,30569935,2769933,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,138
Godzilla,2014,160000000,200676069,328400000,1,0,PG-13,Science Fiction,Remake,Live Action,Action,0,123
Gone Girl,2014,61000000,167767189,200800000,1,1,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,149
Guardians of the Galaxy,2014,170000000,333172112,437879223,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0,121
Hitman: Agent 47,2014,35000000,22467450,59500000,1,0,R,Contemporary Fiction,Based on Game,Live Action,Action,0,96
