movie_name,production_year,production_budget,domestic_box_office,international_box_office,Success_Failure_All,Success_Failure_Domestic,rating,creative_type,source,production_method,genre,sequel,running_time
Cadillac Records,2008,12000000,8195551,746965,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,110
Changeling,2008,55000000,35739802,78065778,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,142
Charlie Bartlett,2008,12000000,3950294,1345615,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
City of Ember,2008,38000000,7871693,9958551,0,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,90
Cloverfield,2008,25000000,80048433,91253793,1,1,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,85
Death Race,2008,65000000,36316032,36200787,0,0,R,Science Fiction,Remake,Live Action,Action,0,110
Deception,2008,25000000,4598506,8251527,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108
Defiance,2008,50000000,28644813,24342941,0,0,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,136
Delgo,2008,40000000,915840,0,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,89
Der Baader Meinhof Komplex,2008,19700000,476270,16022557,0,0,R,Dramatization,Based on Real Life Events,Live Action,Action,0,150
Disaster Movie,2008,20000000,14190901,22529851,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87
Doomsday,2008,33000000,11008770,10612418,0,0,R,Science Fiction,Original Screenplay,Live Action,Action,0,109
Doubt,2008,20000000,33446470,19744631,1,0,PG-13,Historical Fiction,Based on Play,Live Action,Drama,0,104
Drillbit Taylor,2008,40000000,32862104,16824159,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102
Eagle Eye,2008,80000000,101440743,76625826,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,117
Flash of Genius,2008,20000000,4442377,61734,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,119
Fool's Gold,2008,72500000,70231041,39131925,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,112
Forgetting Sarah Marshall,2008,30000000,63172463,42000579,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112
Four Christmases,2008,80000000,120146040,48165518,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88
Frost/Nixon,2008,29000000,18622031,9830914,0,0,R,Dramatization,Based on Play,Live Action,Drama,0,122
Funny Games,2008,15000000,1294640,6905487,0,0,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,111
Get Smart,2008,80000000,130319208,96420208,1,0,PG-13,Contemporary Fiction,Based on TV,Live Action,Comedy,0,110
Ghost Town,2008,20000000,13252641,16590604,0,0,PG-13,Fantasy,Original Screenplay,Live Action,Romantic Comedy,0,102
Gran Torino,2008,25000000,148095302,126447783,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116
Hancock,2008,150000000,227946274,396287998,1,0,PG-13,Super Hero,Original Screenplay,Live Action,Action,0,92
Harold & Kumar Escape from Guantanamo Bay,2008,12000000,38108728,5244389,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102
Hellboy II: The Golden Army,2008,82500000,75986503,84401560,0,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,120
High School Musical 3: Senior Year,2008,11000000,90559416,183833464,1,1,G,Contemporary Fiction,Based on TV,Live Action,Musical,1,112
How She Move,2008,17000000,7070641,1537174,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,100
How to Lose Friends & Alienate People,2008,28000000,2775593,9255850,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,105
I Come with the Rain,2008,18000000,0,627422,0,0,0,Contemporary Fiction,0,0,Thriller/Suspense,0,114
Igor,2008,22000000,19528602,11484747,0,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,88
In Bruges,2008,15000000,7800825,26732958,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107
In the Name of the King: A Dungeon Siege Tale,2008,60000000,4775656,8457564,0,0,PG-13,Fantasy,Based on Game,Live Action,Action,0,127
Indiana Jones and the Kingdom of the Crystal Skull,2008,185000000,317023851,469534294,1,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Adventure,1,123
Iron Man,2008,186000000,318604126,266567421,1,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,126
Journey to the Center of the Earth,2008,45000000,101704370,141476567,1,1,PG,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,92
Jumper,2008,82500000,80172128,142468684,1,0,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,88
Kit Kittredge: An American Girl,2008,10000000,17657973,0,0,0,G,Historical Fiction,Based on Toy,Live Action,Drama,0,100
Kung Fu Panda,2008,130000000,215434591,416475940,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91
Lakeview Terrace,2008,20000000,39263506,5557793,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111
Leatherheads,2008,58000000,31373938,9974690,0,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Romantic Comedy,0,114
Mad Money,2008,22000000,20668843,4375214,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,104
Madagascar: Escape 2 Africa,2008,150000000,180010950,419505894,1,0,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,89
Made of Honor,2008,40000000,46012734,60536004,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,101
Mamma Mia!,2008,52000000,144130063,471618814,1,1,PG-13,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,108
Marley & Me,2008,60000000,143153751,104658260,1,1,PG,Dramatization,Based on Fiction Book/Short Story,Live Action,Comedy,0,116
Married Life,2008,12000000,1506998,1468190,0,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,90
Max Payne,2008,35000000,40687294,45074495,1,0,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,103
Meet Dave,2008,60000000,11803254,38845552,0,0,PG,Science Fiction,Original Screenplay,Live Action,Adventure,0,90
Meet the Browns,2008,20000000,41975388,0,1,1,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0,110
Meet the Spartans,2008,30000000,38233676,46413155,1,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0,84
Milk,2008,20000000,31841299,25452072,1,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,128
Miracle at St. Anna,2008,45000000,7916887,1759610,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,160
Mirrors,2008,35000000,30691439,46529157,1,0,R,Contemporary Fiction,Remake,Live Action,Horror,0,111
My Best Friend's Girl,2008,20000000,19219250,15567861,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,101
Never Back Down,2008,21000000,24850922,14468879,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,113
Nick and Norah's Infinite Playlist,2008,10000000,31487293,2398724,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,86
Nim's Island,2008,37000000,48006762,53850663,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,96
One Missed Call,2008,20000000,26890041,17623425,1,0,PG-13,Fantasy,Remake,Live Action,Horror,0,87
Over Her Dead Body,2008,10000000,7570127,14025947,1,0,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,95
Passchendaele,2008,20000000,4452423,904,0,0,Not Rated,Dramatization,Original Screenplay,Live Action,Drama,0,114
Pineapple Express,2008,26000000,87341380,15062639,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112
Pride and Glory,2008,30000000,15740721,27700000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,125
Prom Night,2008,18000000,43869350,13324305,1,1,PG-13,Contemporary Fiction,Remake,Live Action,Horror,0,87
Punisher: War Zone,2008,35000000,8050977,2106557,0,0,R,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,103
Quantum of Solace,2008,230000000,169368427,422323651,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,106
Quarantine,2008,12000000,31691811,10232963,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,89
Rachel Getting Married,2008,12000000,12796861,4678614,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,113
Rambo,2008,47500000,42754105,69460426,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,91
Revolutionary Road,2008,45000000,22911480,56653480,0,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,129
Righteous Kill,2008,60000000,40081410,38400000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,110
Rogue,2008,23000000,10452,4662925,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,99
Role Models,2008,28000000,67300955,27199871,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99
Saw V,2008,10800000,56746769,61463009,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,92
Semi-Pro,2008,55000000,33479698,10500665,0,0,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,91
Seven Pounds,2008,54000000,69951824,96665504,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,123
Sex and the City,2008,57500000,152647258,262600000,1,1,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0,145
Sex Drive,2008,19000000,8402485,2010000,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,101
Slumdog Millionaire,2008,14000000,141319928,243199737,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116
Soul Men,2008,40000000,12082391,263492,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,103
Space Chimps,2008,37000000,30105968,36923988,0,0,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,81
Speed Racer,2008,120000000,43945766,49448696,0,0,PG,Science Fiction,Based on TV,Live Action,Action,0,135
Step Brothers,2008,65000000,100468793,28000000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95
Stop-Loss,2008,25000000,10915744,313291,0,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,113
Strange Wilderness,2008,20000000,6575282,371802,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,86
Street Kings,2008,20000000,26415649,39039144,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,107
Superhero Movie,2008,35000000,26638520,46387782,1,0,PG-13,Super Hero,Original Screenplay,Live Action,Comedy,0,86
Swing Vote,2008,21000000,16289867,1300000,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,120
"Synecdoche, New York",2008,20000000,3083538,1300000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,124
The Bank Job,2008,20000000,30060660,36082345,1,0,R,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,110
The Boy in the Striped Pyjamas,2008,12500000,9046156,35037247,1,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,91
The Chronicles of Narnia: Prince Caspian,2008,225000000,141621490,275719798,0,0,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,144
The Curious Case of Benjamin Button,2008,160000000,127509326,202122632,1,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,167
The Dark Knight,2008,185000000,533345358,468275260,1,1,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,152
The Day the Earth Stood Still,2008,80000000,79366978,153700000,1,0,PG-13,Science Fiction,Remake,Live Action,Adventure,0,103
The Duchess,2008,27000000,13848978,31311132,0,0,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,110
The Express,2008,37500000,9793406,19903,0,0,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,130
The Eye,2008,12000000,31418697,26159068,1,1,PG-13,Fantasy,Remake,Live Action,Thriller/Suspense,0,97
The Forbidden Kingdom,2008,55000000,52075270,77000000,1,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,105
The Happening,2008,60000000,64506874,98271510,1,0,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,90
The House Bunny,2008,25000000,48237389,23153212,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
The Incredible Hulk,2008,137500000,134806913,130766946,0,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0,112
The Longshots,2008,23000000,11511323,267073,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,95
The Love Guru,2008,62000000,32200122,7923224,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87
The Mummy: Tomb of the Dragon Emperor,2008,175000000,102491776,303268449,1,0,PG-13,Fantasy,Remake,Live Action,Adventure,1,111
The Other Boleyn Girl,2008,40000000,26814957,51455013,0,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,115
The Oxford Murders,2008,10000000,4803,17699328,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,108
The Reader,2008,32500000,34194407,78770468,1,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,122
The Rocker,2008,15000000,6409528,2357810,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102
The Ruins,2008,25000000,17432844,5477719,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0,90
The Secret Life of Bees,2008,11000000,37770162,2213861,1,1,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110
The Sisterhood of the Traveling Pants 2,2008,27000000,44089964,180167,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,119
The Spiderwick Chronicles,2008,92500000,71195053,91644614,0,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,96
The Spirit,2008,60000000,19806188,19200000,0,0,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,102
The Stepfather,2008,20000000,29062561,165000,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,101
The Tale of Despereaux,2008,60000000,50877145,39605172,0,0,G,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,93
The Women,2008,16000000,26902075,23201733,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,115
The Young Victoria,2008,35000000,11001272,20877619,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,100
Traitor,2008,22000000,23530831,4351395,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114
Transsiberian,2008,15000000,2203641,4175934,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105
Tropic Thunder,2008,90000000,110461307,80629943,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106
Twilight,2008,37000000,192769854,209510305,1,1,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,121
U2 3D,2008,15000000,12898847,13271555,0,0,G,Factual,Based on Real Life Events,Live Action,Concert/Performance,0,85
Untraceable,2008,35000000,28687835,23962116,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
Valkyrie,2008,90000000,83077762,120824345,1,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,120
Vantage Point,2008,40000000,72266306,78620023,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,89
Vicky Cristina Barcelona,2008,16000000,23216709,81288108,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
W.,2008,25100000,25534493,3041285,0,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,129
Wanted,2008,75000000,134508551,207907909,1,0,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,110
Welcome Home Roscoe Jenkins,2008,27500000,42436517,1171110,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,114
What Just Happened,2008,27000000,1090947,1321176,0,0,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,110
Yes Man,2008,50000000,97690976,128300000,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,104
Zack and Miri Make a Porno,2008,24000000,31457946,5398360,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,101
12 Rounds,2009,20000000,12234694,5071954,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,108
17 Again,2009,40000000,64167069,75307837,1,0,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,102
2012,2009,200000000,166112167,622296372,1,0,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,158
9,2009,30000000,31749894,16810105,0,0,PG-13,Fantasy,Original Screenplay,Digital Animation,Adventure,0,79
A Perfect Getaway,2009,14000000,15515460,7300000,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,97
Aliens in the Attic,2009,45000000,25200412,34350871,0,0,PG,Science Fiction,Original Screenplay,Live Action,Adventure,0,85
All About Steve,2009,15000000,33862903,6264356,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,99
Alvin and the Chipmunks: The Squeakquel,2009,70000000,219614612,223868601,1,1,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1,89
Amelia,2009,40000000,14279575,5476502,0,0,PG,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,111
Angels & Demons,2009,150000000,133375846,357500000,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,138
Armored,2009,20000000,15988876,7672162,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,88
Astro Boy,2009,65000000,19551067,22085176,0,0,PG,Super Hero,Based on Comic/Graphic Novel,Digital Animation,Adventure,0,100
Avatar,2009,425000000,760507625,2023411357,1,0,PG-13,Science Fiction,Original Screenplay,Animation/Live Action,Action,0,162
Away We Go,2009,21000000,9451946,656070,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98
Bandslam,2009,20000000,5210988,7756841,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,111
Barney's Version,2009,30000000,7502560,1343015,0,0,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,132
Beastly,2009,17000000,27865571,10162659,1,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,86
Bride Wars,2009,30000000,58715510,56434914,1,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,89
Brooklyn's Finest,2009,17000000,27163593,12069640,1,0,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,133
Brothers,2009,26000000,28544157,16499713,0,0,R,Historical Fiction,Remake,Live Action,Drama,0,105
Capitalism: A Love Story,2009,20000000,14363397,4758134,0,0,R,Factual,Based on Real Life Events,Live Action,Documentary,0,127
Cirque du Freak: The Vampire's Assistant,2009,40000000,14046595,25707362,0,0,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,109
Cloudy with a Chance of Meatballs,2009,100000000,124870275,111957402,1,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,90
Coco avant Chanel,2009,23000000,6113834,44700000,1,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,110
Coraline,2009,60000000,75286229,50750828,1,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,100
Couples Retreat,2009,60000000,109205660,63244763,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,113
Dance Flick,2009,25000000,25662155,6430606,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,84
Did You Hear About the Morgans?,2009,58000000,29580087,50900479,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,103
District 9,2009,30000000,115646235,96807196,1,1,R,Science Fiction,Original Screenplay,Animation/Live Action,Thriller/Suspense,0,111
Dragonball Evolution,2009,30000000,9362785,48865675,0,0,PG,Fantasy,Based on TV,Live Action,Adventure,0,85
Duplicity,2009,60000000,40572825,40506741,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,125
Earth,2009,47000000,32011576,84761741,1,0,G,Factual,Based on TV,Live Action,Documentary,0,99
Easy Virtue,2009,14000000,2656784,17880957,0,0,PG-13,Historical Fiction,Based on Play,Live Action,Romantic Comedy,0,96
Everybody's Fine,2009,20000000,9208876,0,0,0,PG-13,Contemporary Fiction,Remake,Live Action,Drama,0,100
Extraordinary Measures,2009,31000000,12482741,3344243,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,106
Fame,2009,18000000,22455510,57772109,1,0,PG,Contemporary Fiction,Remake,Live Action,Musical,0,107
Fantastic Mr. Fox,2009,40000000,21002919,26082145,0,0,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,88
Fast & Furious,2009,85000000,155064265,208000000,1,0,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,107
Faster,2009,24000000,23240020,12552925,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,98
Friday the 13th,2009,17000000,65002019,27668218,1,1,R,Fantasy,Remake,Live Action,Horror,1,97
Funny People,2009,72500000,51855045,20025260,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,146
G.I. Joe: The Rise of Cobra,2009,175000000,150201498,152267519,0,0,PG-13,Contemporary Fiction,Based on Toy,Animation/Live Action,Action,0,118
Gamer,2009,50000000,20534907,21467122,0,0,R,Science Fiction,Original Screenplay,Live Action,Action,0,95
G-Force,2009,150000000,119436770,173381071,0,0,PG,Kids Fiction,Original Screenplay,Animation/Live Action,Adventure,0,87
Harry Potter and the Half-Blood Prince,2009,250000000,301959197,633124489,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,153
He's Just Not That Into You,2009,40000000,93953653,87100004,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,129
Hot Tub Time Machine,2009,36000000,50269859,15697891,0,0,R,Science Fiction,Original Screenplay,Live Action,Comedy,0,99
Hotel for Dogs,2009,35000000,73034460,49178625,1,1,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,100
I Can Do Bad All By Myself,2009,19000000,51733921,0,1,1,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0,113
"I Love You, Beth Cooper",2009,18000000,14800725,1581813,0,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,102
"I Love You, Man",2009,40000000,71440011,20289492,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105
Ice Age: Dawn of the Dinosaurs,2009,90000000,196573705,663128152,1,1,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,93
Imagine That,2009,55000000,16123323,0,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,115
Inglourious Basterds,2009,70000000,120774594,196140670,1,0,R,Historical Fiction,Original Screenplay,Live Action,Action,0,152
Inkheart,2009,60000000,17303424,49352514,0,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,106
Invictus,2009,60000000,37491364,87022647,1,0,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,135
Jennifer's Body,2009,16000000,16204793,15738608,0,0,R,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,102
Julie & Julia,2009,40000000,94125426,32520693,1,1,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,122
Just Wright,2009,12000000,21540363,327302,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,100
Killers,2009,75000000,47059963,48512786,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,100
Knowing,2009,50000000,79957634,106492683,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,117
Land of the Lost,2009,100000000,49438370,20110271,0,0,PG-13,Fantasy,Based on TV,Live Action,Comedy,0,102
Law Abiding Citizen,2009,53000000,73357727,57802054,1,0,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118
Leap Year,2009,19000000,25918920,6700000,0,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,119
Love Happens,2009,18000000,22965110,13167904,1,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,119
Mao's Last Dancer,2009,18000000,4806750,21134687,0,0,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,117
Margaret,2009,14000000,47185,576107,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,149
Marmaduke,2009,50000000,33644788,56251142,0,0,PG,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0,88
Me and Orson Welles,2009,25000000,1190003,0,0,0,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,113
Michael Jackson's This Is It,2009,60000000,72091016,180000000,1,0,PG,Factual,Based on Real Life Events,Live Action,Documentary,0,111
My Bloody Valentine,2009,14000000,51545952,51290050,1,1,R,Contemporary Fiction,Remake,Live Action,Horror,0,101
My Life in Ruins,2009,17000000,8665206,11800000,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95
My Sister's Keeper,2009,27500000,49200230,47472772,1,0,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,109
Night at the Museum: Battle of the Smithsonian,2009,150000000,177243721,224987342,1,0,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,105
Nine,2009,80000000,19676965,33831893,0,0,PG-13,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,118
Ninja Assassin,2009,50000000,38122883,24087009,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,99
Notorious,2009,19000000,36843682,8161469,1,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,122
Observe and Report,2009,18000000,24007324,3141574,0,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,86
Obsessed,2009,20000000,68261644,5703069,1,1,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108
Old Dogs,2009,35000000,49492060,45612244,1,0,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88
Ondine,2009,12000000,550472,7073,0,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111
Orphan,2009,20000000,41596251,37173177,1,1,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,123
Pandorum,2009,40000000,10330853,6702578,0,0,R,Science Fiction,Original Screenplay,Live Action,Horror,0,108
Paul Blart: Mall Cop,2009,26000000,146336178,39568572,1,1,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,91
Planet 51,2009,60000000,42194060,66802053,0,0,PG,Science Fiction,Original Screenplay,Digital Animation,Adventure,0,97
