movie_name,Inflation_Success_Failure_Domestic,boxofficemojo_Success_Failure_Domestic,production_year,production_budget,production_budget_adjusted,domestic_box_office,inflation_domestic_adjusted,boxofficemojo_domestic_adjusted,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,popularity,production_companies,production_countries,vote_average,vote_count,actor1_name,actor1_gender,actor2_name,actor2_gender,actor3_name,actor3_gender,actor4_name,actor4_gender,actor5_name,actor5_gender,actor_number,director_name,director_gender,director_number,producer_name,producer_number,screeplay_name,editor_name
X-Men: Days of Future Past,0,0,2014,200000000,207017646,233921534,240939180,256826947,513941241,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,131,9.811189,Twentieth Century Fox Film Corporation,United Kingdom,7.6,5603,Hugh Jackman,2,James McAvoy,2,Michael Fassbender,2,Jennifer Lawrence,1,Halle Berry,1,65,Bryan Singer,2,1,Lauren Shuler Donner,4,Simon Kinberg,John Ottman
Home Again,0,0,2016,15000000,15351264,27020284,27371548,28019878,7230232,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,97,0.092591,none,none,6.3,2,none,0,Tatyana Ali,1,CCH Pounder,1,Stephan James,0,Lyriq Bent,2,10,Sudz Sutherland,0,1,none,0,none,none
Nebraska,0,0,2013,12000000,12794471,17654912,18449383,19479036,7106448,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,114,2.006356,Paramount Vantage,United States of America,7.4,599,Bruce Dern,1,Will Forte,2,Bob Odenkirk,2,June Squibb,1,Stacy Keach,2,14,Alexander Payne,0,1,Albert Berger,2,none,Kevin Tent
Labor Day,0,0,2011,18000000,19310410,13371528,14681938,15125171,818282,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111,1.524254,Mr. Mudd Production,United States of America,6.6,279,Josh Brolin,2,Kate Winslet,1,Gattlin Griffith,2,Tobey Maguire,2,Tom Lipinski,2,19,Jason Reitman,2,1,Jason Reitman,5,Jason Reitman,Dana E. Glauberman
The Hunger Games: Mockingjay - Part 1,1,1,2014,125000000,135114077,337135885,347249962,370147967,429516403,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,123,26.46055,Lionsgate,United States of America,6.6,5128,Jennifer Lawrence,1,Josh Hutcherson,2,Liam Hemsworth,2,Woody Harrelson,2,Donald Sutherland,2,54,Francis Lawrence,2,1,Jon Kilik,2,Danny Strong,Alan Edward Bell
The Hunger Games: Mockingjay - Part 2,0,0,2015,160000000,163944135,281723902,285668037,299770273,368799525,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,136,12.373948,Studio Babelsberg,Germany,6.6,3612,Jennifer Lawrence,1,Josh Hutcherson,2,Liam Hemsworth,2,Woody Harrelson,2,Elizabeth Banks,1,51,Francis Lawrence,2,1,Jon Kilik,2,Danny Strong,Alan Edward Bell
Les Miserables,1,1,2012,65000000,74821445,148809770,158631215,167691412,293359282,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Musical,0,158,0.101894,Twentieth Century Fox Film Corporation,none,5.6,4,Michael Rennie,0,Debra Paget,1,Robert Newton,2,Edmund Gwenn,2,Sylvia Sidney,1,11,Lewis Milestone,0,1,Fred Kohlmar,1,none,Hugh S. Fowler
Pain & Gain,0,0,2012,26000000,29291769,49875291,53167060,56203688,31400000,R,Contemporary Fiction,Based on Real Life Events,Live Action,Action,0,129,2.829533,Paramount Pictures,United States of America,6.1,1494,Mark Wahlberg,2,Dwayne Johnson,2,Anthony Mackie,2,Tony Shalhoub,2,Ed Harris,2,25,Michael Bay,2,1,Michael Bay,3,Christopher Markus,Joel Negron
Snitch,1,1,2012,15000000,17833410,42930462,45763872,48377669,14977272,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,95,3.673968,Front Street Productions,United States of America,5.7,1104,Dwayne Johnson,2,Barry Pepper,2,Jon Bernthal,2,Susan Sarandon,1,Michael Kenneth Williams,2,22,Ric Roman Waugh,2,1,Jonathan King,8,Justin Haythe,Jonathan Chibnall
The Collection,0,0,2012,10000000,10449510,6810754,7260264,7674933,2079340,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,82,0.919511,Fortress Features,United States of America,5.9,263,Josh Stewart,2,Christopher McDonald,2,Emma Fitzpatrick,1,Lee Tergesen,2,Erin Way,1,17,Marcus Dunstan,2,1,Brett Forbes,3,Patrick Melton,Kevin Greutert
Jurassic World,1,1,2015,215000000,224130772,652198010,661328782,693975818,1019442583,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,124,33.415917,Universal Studios,United States of America,6.5,8044,Chris Pratt,2,Bryce Dallas Howard,1,Irrfan Khan,2,Vincent D'Onofrio,2,Nick Robinson,2,28,Colin Trevorrow,2,1,Frank Marshall,2,Rick Jaffa,Kevin Stitt
Ballerina,0,0,2016,30000000,30284155,21858070,22142225,22666692,75065000,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,89,0.000664,none,none,7.5,2,none,0,none,0,none,0,none,0,none,0,0,Bertrand Normand,0,1,none,0,none,none
2 Guns,0,0,2012,61000000,65990422,75612460,80602882,85206503,56880555,R,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,109,2.043266,Universal Studios,United States of America,6.6,1522,Denzel Washington,2,Mark Wahlberg,2,Paula Patton,1,Bill Paxton,2,Fred Ward,2,44,Baltasar KormÃ¡kur,2,1,George Furla,7,Blake Masters,Michael Tronick
The Heat,1,1,2013,43000000,50181171,159581587,166762758,176069721,70146187,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,117,3.650142,Ingenious Film Partners,United States of America,6.5,1497,Sandra Bullock,1,Melissa McCarthy,1,DemiÃ¡n Bichir,2,Michael Rapaport,2,Taran Killam,0,23,Paul Feig,2,1,Jenno Topping,2,none,Brent White
Need for Speed,0,0,2014,66000000,67307055,43568507,44875562,47834701,150601112,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,130,3.581559,DreamWorks SKG,Philippines,6.1,1447,Aaron Paul,2,Dominic Cooper,2,Imogen Poots,1,Rami Malek,2,RamÃ³n RodrÃ­guez,2,46,Scott Waugh,2,1,Mark Sourian,3,George Gatins,Paul Rubell
Trolls,0,0,2016,125000000,126998192,153707064,155705256,159393337,191072982,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0,93,3.833892,Twentieth Century Fox Film Corporation,United States of America,6.7,927,Anna Kendrick,1,Justin Timberlake,2,Zooey Deschanel,1,Russell Brand,2,James Corden,2,32,Mike Mitchell,2,2,Gina Shay,1,Wallace Wolodarsky,Julie Rogers
Pixels,0,0,2013,90000000,93543641,78747585,82291226,86883867,165378715,PG-13,Science Fiction,Based on Short Film,Animation/Live Action,Adventure,0,105,0.07167,none,none,6.9,16,none,0,none,0,none,0,none,0,none,0,0,Patrick Jean,0,1,none,0,none,none
Last Vegas,1,1,2013,28000000,30876138,63914167,66790305,70517845,49000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104,2.206777,Laurence Mark Productions,United States of America,6.4,752,Robert De Niro,2,Morgan Freeman,2,Michael Douglas,2,Kevin Kline,2,Mary Steenburgen,1,17,Jon Turteltaub,2,1,Laurence Mark,4,Dan Fogelman,none
Jack Ryan: Shadow Recruit,0,0,2013,60000000,62275984,50577412,52853396,55803122,80800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,105,2.620553,Paramount Pictures,Russia,5.9,1131,Chris Pine,2,Keira Knightley,1,Kevin Costner,2,Kenneth Branagh,2,Lenn Kudrjawizki,0,29,Kenneth Branagh,2,1,Mace Neufeld,6,David Koepp,none
The Lego Movie,1,1,2013,60000000,71600312,257784718,269385030,284419301,199944670,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0,110,4.240453,Village Roadshow Pictures,United States of America,7.5,2903,Chris Pratt,2,Will Ferrell,2,Elizabeth Banks,1,Will Arnett,2,Nick Offerman,2,35,Phil Lord,0,2,Roy Lee,2,Phil Lord,none
Edge of Tomorrow,0,0,2011,178000000,187820213,100206256,110026469,113348060,270335000,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,136,7.316216,Village Roadshow Pictures,Australia,7.6,4552,Tom Cruise,2,Emily Blunt,1,Brendan Gleeson,2,Bill Paxton,2,Jonas Armstrong,0,40,Doug Liman,2,1,Erwin Stoff,5,Christopher McQuarrie,James Herbert
Smurfs: The Lost Village,0,0,2017,60000000,60000000,45153694,45153694,45153694,152247752,PG,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,1,90,7.87664,Columbia Pictures,United States of America,6.1,236,none,0,Julia Roberts,1,Ariel Winter,1,Ellie Kemper,1,Mandy Patinkin,2,16,Kelly Asbury,2,1,Jordan Kerner,1,none,none
Winter's Tale,0,0,2013,60000000,60567010,12600231,13167241,13902100,9868389,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,118,2.11226,Village Roadshow Pictures,United States of America,5.9,462,Colin Farrell,2,Jessica Brown Findlay,1,Russell Crowe,2,William Hurt,2,Jennifer Connelly,1,33,Akiva Goldsman,2,1,Akiva Goldsman,3,Akiva Goldsman,Tim Squyres
The Expendables 3,0,0,2014,100000000,101179676,39322544,40502220,43172977,170138834,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,103,4.599589,Davis-Films,France,6.1,1684,Sylvester Stallone,2,Jason Statham,2,Harrison Ford,2,Arnold Schwarzenegger,2,Mel Gibson,2,31,Patrick Hughes,0,1,Kevin King Templeton,5,Sylvester Stallone,Sean Albertson
We're the Millers,1,1,2013,37000000,43767735,150394119,157161854,165932995,117422157,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100,4.856701,New Line Cinema,United States of America,6.8,2739,Jason Sudeikis,2,Jennifer Aniston,1,Will Poulter,2,Emma Roberts,1,Ed Helms,2,17,Rawson Marshall Thurber,0,1,Chris Bender,5,Steve Faber,Michael L. Sale
The Conjuring,1,1,2013,20000000,26183006,137400141,143583147,151596466,180600000,R,Fantasy,Original Screenplay,Live Action,Horror,0,111,5.920898,New Line Cinema,United States of America,7.4,2836,Patrick Wilson,2,Vera Farmiga,1,Lili Taylor,1,Ron Livingston,2,Shanley Caswell,1,23,James Wan,2,1,Rob Cowan,3,Carey Hayes,Kirk M. Morri
Kung Fu Panda 3,0,0,2016,140000000,141865872,143528619,145394491,148838348,375085764,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,94,5.66837,Twentieth Century Fox Film Corporation,China,6.7,1459,Jack Black,2,Bryan Cranston,2,Dustin Hoffman,2,Angelina Jolie,1,J.K. Simmons,2,34,Jennifer Yuh Nelson,1,2,Melissa Cobb,1,none,none
Saving Mr. Banks,1,1,2013,35000000,38748489,83299761,87048250,91906378,31662764,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,125,2.279924,Walt Disney Pictures,Australia,7.3,1148,Emma Thompson,1,Tom Hanks,2,Paul Giamatti,2,Colin Farrell,2,Ruth Wilson,1,18,John Lee Hancock,2,1,Philip Steuer,3,none,Mark Livolsi
Justice League,0,0,2017,300000000,300000000,227733120,227733120,227733120,427600000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,121,6.643329,DC Comics,United States of America,0,0,Ben Affleck,2,Henry Cavill,2,Gal Gadot,1,Jason Momoa,2,Ezra Miller,2,28,Joss Whedon,2,2,Charles Roven,3,none,David Brenner
Admission,0,0,2012,13000000,14188483,18007317,19195800,20292165,726349,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117,1.715684,Focus Features,United States of America,5.4,299,Tina Fey,1,Paul Rudd,2,Michael Sheen,2,Lily Tomlin,1,Wallace Shawn,2,29,Paul Weitz,2,1,Paul Weitz,3,Karen Croner,none
The Infiltrator,0,0,2016,47500000,47700679,15436808,15637487,16007881,2892845,R,Dramatization,Based on Factual Book/Article,Live Action,Thriller/Suspense,0,127,0.036756,none,none,3.5,1,Oliver Platt,2,Arliss Howard,2,Tony Haygarth,2,Christian Redl,2,Bernd Michael Lade,2,7,John Mackenzie,2,1,none,0,none,none
Muppets Most Wanted,0,0,2013,55000000,57303050,51178893,53481943,56466749,28133408,PG,Kids Fiction,Based on TV,Live Action,Adventure,1,106,0.939167,Buena Vista,United States of America,6.2,297,Ricky Gervais,2,Ty Burrell,2,Tina Fey,1,Steve Whitmire,2,Eric Jacobson,2,66,James Bobin,0,1,David Hoberman,2,Nicholas Stoller,none
Black Mass,0,0,2015,53000000,53876059,62575678,63451737,66584084,36262194,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,122,0.050913,none,none,0,0,none,0,none,0,none,0,none,0,none,0,0,Mark Polonia,0,3,none,0,none,none
Triple 9,0,0,2015,20000000,20176950,12639297,12816247,13448932,13304495,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,115,3.088046,Worldview Entertainment,United States of America,5.6,752,Casey Affleck,2,Chiwetel Ejiofor,2,Woody Harrelson,2,Kate Winslet,1,Anthony Mackie,2,27,John Hillcoat,2,1,Marc Butan,5,none,Dylan Tichenor
RED 2,0,0,2013,84000000,86396815,53262560,55659375,58765703,83900000,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,1,116,4.336603,DC Comics,Canada,6.4,1445,Bruce Willis,2,Catherine Zeta-Jones,1,Anthony Hopkins,2,Helen Mirren,1,John Malkovich,2,61,Dean Parisot,2,1,Lorenzo di Bonaventura,2,Erich Hoeber,none
Getaway,0,0,2013,18000000,18472587,10501938,10974525,11587009,1312051,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,89,1.224497,Dark Castle Entertainment,Bulgaria,4.9,239,Ethan Hawke,2,Selena Gomez,1,Jon Voight,2,Paul Freeman,0,Bruce Payne,2,12,Courtney Solomon,2,1,Moshe Diamant,4,none,Ryan Dufrene
Prisoners,0,0,2013,46000000,48745104,61002302,63747406,67305123,52400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,153,4.134454,Alcon Entertainment,United States of America,7.9,2828,Hugh Jackman,2,Jake Gyllenhaal,2,Paul Dano,2,Maria Bello,1,Melissa Leo,1,34,Denis Villeneuve,2,1,Broderick Johnson,4,none,Joel Cox
Runner Runner,0,0,2013,30000000,30869249,19316646,20185895,21312462,41196034,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91,3.075894,Double Feature Films,United States of America,5.5,526,Ben Affleck,2,Gemma Arterton,1,Justin Timberlake,2,Anthony Mackie,2,David Costabile,0,19,Brad Furman,2,1,Leonardo DiCaprio,1,none,Jeff McEvoy
Delivery Man,0,0,2013,22000000,23379692,30659817,32039509,33827621,39877053,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,105,1.829081,DreamWorks SKG,United States of America,6.2,521,Vince Vaughn,2,Cobie Smulders,1,Chris Pratt,2,Britt Robertson,1,Jack Reynor,2,12,Ken Scott,0,1,AndrÃ© Rouleau,1,Martin Petit,Priscilla Nedd-Friendly
Paranormal Activity: The Ghost Dimension,0,0,2013,10000000,10823371,18297124,19120495,20187602,59799429,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,88,2.00471,Paramount Pictures,United States of America,5,392,none,0,Chris J. Murray,0,Brit Shaw,1,Ivy George,1,none,0,13,Gregory Plotkin,0,1,Jason Blum,2,Jason Pagan,Michel Aller
The Best Man Holiday,1,1,2013,17000000,20173634,70525195,73698829,77811931,2310515,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,122,1.147596,Universal,United States of America,6.7,103,Terrence Howard,2,Harold Perrineau,2,Morris Chestnut,2,Sanaa Lathan,1,Taye Diggs,2,12,Malcolm D. Lee,2,1,Sean Daniel,2,none,none
Exodus: Gods and Kings,0,0,2014,140000000,141950435,65014513,66964948,71380683,203300000,PG-13,Historical Fiction,Based on Religious Text,Live Action,Drama,0,150,6.174726,Scott Free Productions,Spain,5.6,1797,Christian Bale,2,Joel Edgerton,2,John Turturro,2,Aaron Paul,2,Ben Mendelsohn,2,24,Ridley Scott,2,1,Ridley Scott,6,Steven Zaillian,Billy Rich
The Finest Hours,0,0,2016,70000000,70358404,27569558,27927962,28589472,21683203,PG,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,116,0.000681,Columbia Pictures Corporation,United Kingdom,0,0,none,0,George Baker,2,Faith Brook,1,David Healy,2,Orson Welles,2,6,Peter Bayliss,2,1,none,0,none,none
Her,0,0,2013,23000000,24150571,25568251,26718822,28209989,22933420,R,Science Fiction,Original Screenplay,Live Action,Drama,0,119,9.401108,Warner Bros.,China,7.9,3789,Joaquin Phoenix,2,Scarlett Johansson,1,Rooney Mara,1,Amy Adams,1,Olivia Wilde,1,37,Spike Jonze,2,1,Spike Jonze,3,none,Jeff Buchanan
August: Osage County,0,0,2010,25000000,29302224,37738810,42041034,42904579,13000000,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0,119,1.156274,Jean Doumanian Productions,United States of America,6.9,463,Meryl Streep,1,Julia Roberts,1,Chris Cooper,2,Ewan McGregor,2,Margo Martindale,1,20,John Wells,2,1,Harvey Weinstein,5,Tracy Letts,Stephen Mirrione
The Monuments Men,0,0,2013,70000000,73511423,78031620,81543043,86093928,80671128,PG-13,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,118,3.052748,Columbia Pictures,Germany,5.8,1437,Matt Damon,2,Cate Blanchett,1,George Clooney,2,Bill Murray,2,John Goodman,2,22,George Clooney,2,1,George Clooney,2,George Clooney,Stephen Mirrione
The Angry Birds Movie,0,0,2016,73000000,74397622,107509366,108906988,111486591,245320162,PG,Kids Fiction,Based on Game,Digital Animation,Adventure,0,97,4.194034,Columbia Pictures,Finland,5.9,949,Jason Sudeikis,2,Josh Gad,2,Danny McBride,2,Maya Rudolph,1,Bill Hader,2,32,Fergal Reilly,0,2,John Cohen,1,none,Kent Beyda
The Intern,0,0,2015,40000000,41060705,75764672,76825377,80617925,121468062,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,121,0.344863,none,none,2.4,4,Dominique Swain,1,Ben Pullen,2,Peggy Lipton,1,Joan Rivers,1,Kathy Griffin,1,7,Michael Lange,2,1,Ernst Etchie Stroh,3,none,none
Snatched,0,0,2017,42000000,42000000,45852178,45852178,45852178,11999999,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90,0.280453,Flim Flam Productions,United States of America,0,0,none,0,Andrew McCarthy,2,Ernest Borgnine,2,Jonathan Silverman,2,Kate Vernon,1,8,Joe Cacaci,2,1,Jerry Daigle,2,Alan Donnes,Christopher Martini
The Equalizer,0,0,2011,55000000,64950012,101530738,111480750,114846245,91372886,R,Contemporary Fiction,Based on TV,Live Action,Action,0,131,7.368342,Columbia Pictures,United States of America,7.1,2838,Denzel Washington,2,Marton Csokas,2,ChloÃ« Grace Moretz,1,David Harbour,2,Haley Bennett,1,38,Antoine Fuqua,2,1,Steve Tisch,9,none,John Refoua
Concussion,0,0,2015,35000000,35483446,34531832,35015278,36743835,15831958,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,121,1.594645,none,United States of America,5.1,31,Robin Weigert,1,Maggie Siff,1,Johnathan Tchaikovsky,0,Julie Fain Lawrence,1,none,0,9,Stacie Passon,0,1,none,0,none,Anthony Cupo
Interstellar,0,0,2014,165000000,170640537,188017894,193658431,206428459,479734528,PG-13,Science Fiction,Original Screenplay,Live Action,Adventure,0,165,39.623834,Paramount Pictures,Canada,8.1,9893,Matthew McConaughey,2,Jessica Chastain,1,Anne Hathaway,1,Michael Caine,2,Casey Affleck,2,36,Christopher Nolan,2,1,Christopher Nolan,3,none,Lee Smith
Divergent,0,0,2014,85000000,89528437,150947895,155476332,165728595,125067070,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,140,8.762965,Summit Entertainment,United States of America,6.9,4287,Shailene Woodley,1,Theo James,2,Kate Winslet,1,Miles Teller,2,Ray Stevenson,2,21,Neil Burger,2,1,Douglas Wick,3,Vanessa Taylor,Richard Francis-Bruce
Transcendence,0,0,2014,100000000,100690669,23022309,23712978,25276635,80016949,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,119,3.347089,Alcon Entertainment,China,5.9,2153,Johnny Depp,2,Paul Bettany,2,Rebecca Hall,1,Kate Mara,1,Morgan Freeman,2,41,Wally Pfister,2,1,Broderick Johnson,7,none,none
The Vatican Tapes,0,0,2015,13000000,13024987,1784763,1809750,1899089,13214875,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,91,1.877894,Lakeshore Entertainment,United States of America,4.6,230,none,0,Olivia Taylor Dudley,1,Michael PeÃ±a,2,Djimon Hounsou,2,Dougray Scott,2,9,Mark Neveldine,2,1,Tom Rosenberg,4,Christopher Borrelli,Eric Potter
The Young and Prodigious T.S. Spivet,0,0,2013,33000000,33007958,176847,184805,195119,180840,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,105,0.701602,Epithète Films,Canada,6.7,220,Kyle Catlett,2,Helena Bonham Carter,1,Judy Davis,1,Callum Keith Rennie,2,Niamh Wilson,1,35,Jean-Pierre Jeunet,2,1,Jean-Pierre Jeunet,3,Guillaume Laurant,HervÃ© Schneid
A Most Wanted Man,0,0,2014,15000000,15517136,17237855,17754991,18925772,18831035,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,121,3.748192,Senator Film Produktion,United Kingdom,6.5,520,Philip Seymour Hoffman,2,Rachel McAdams,1,Robin Wright,1,Daniel BrÃ¼hl,2,Willem Dafoe,2,28,Anton Corbijn,2,1,Andrea Calderwood,5,Andrew Bovell,Claire Simpson
Hotel Transylvania 2,1,1,2015,80000000,82375802,169700110,172075912,180570580,301051288,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,89,5.252065,Columbia Pictures,United States of America,6.7,1360,Adam Sandler,2,Andy Samberg,2,Selena Gomez,1,Kevin James,2,Steve Buscemi,2,22,Genndy Tartakovsky,0,1,Robert Smigel,1,none,none
Blue Jasmine,0,0,2013,18000000,19503219,33404871,34908090,36856297,69508090,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98,2.648898,Perdido Productions,United States of America,7,1006,Cate Blanchett,1,Alec Baldwin,2,Sally Hawkins,1,Bobby Cannavale,2,Louis C.K.,2,16,Woody Allen,2,1,Letty Aronson,3,none,Alisa Lepselter
The Fifth Estate,0,0,2013,26000000,26146438,3254172,3400610,3590396,2900000,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,128,1.497984,DreamWorks SKG,Belgium,5.7,350,Benedict Cumberbatch,2,Daniel BrÃ¼hl,2,Anthony Mackie,2,David Thewlis,2,Alicia Vikander,1,26,Bill Condon,2,1,Steve Golin,2,Josh Singer,none
Out of the Furnace,0,0,2013,22000000,22509888,11330849,11840737,12501564,4103526,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,115,3.809552,Appian Way,United States of America,6.5,688,Christian Bale,2,Zoe Saldana,1,Woody Harrelson,2,Sam Shepard,2,Willem Dafoe,2,41,Scott Cooper,2,1,Ridley Scott,6,Scott Cooper,David Rosenbloom
Pirates of the Caribbean: Dead Men Tell No Tales,0,0,2017,230000000,230000000,172558876,172558876,172558876,622200000,PG-13,Fantasy,Based on Theme Park Ride,Live Action,Adventure,1,135,14.486223,Walt Disney Pictures,United States of America,6.5,1827,Johnny Depp,2,Javier Bardem,2,Brenton Thwaites,2,Kaya Scodelario,1,Kevin McNally,2,45,Joachim RÃ¸nning,0,2,Jerry Bruckheimer,1,Jeff Nathanson,Roger Barton
Brooklyn,1,1,2014,11000000,12149682,38322743,39472425,42075276,23753398,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,113,3.963845,Wildgaze Films,Canada,7.2,1123,Saoirse Ronan,1,Domhnall Gleeson,2,Emory Cohen,2,Jim Broadbent,2,Julie Walters,1,45,John Crowley,2,1,Amanda Posey,2,Nick Hornby,Jake Roberts
Furious 7,0,0,2014,190000000,200530987,351032910,361563897,385405778,1165715774,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,137,9.857771,Universal Pictures,Japan,7.3,3928,Vin Diesel,2,Paul Walker,2,Dwayne Johnson,2,Michelle Rodriguez,1,Tyrese Gibson,2,35,James Wan,2,1,Michael Fottrell,4,none,Christian Wagner
Ride Along,1,1,2011,25000000,38151851,134202565,147354416,151802901,19531235,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100,2.845735,Universal Pictures,United States of America,6.1,822,Ice Cube,2,Kevin Hart,2,John Leguizamo,2,Bruce McGill,2,Tika Sumpter,1,45,Tim Story,2,1,Ice Cube,4,Greg Coolidge,Craig Alpert
American Hustle,1,1,2013,40000000,46755301,150117807,156873108,165628134,107760487,R,Dramatization,Based on Real Life Events,Live Action,Black Comedy,0,138,3.449094,Columbia Pictures,United States of America,6.8,2626,Christian Bale,2,Bradley Cooper,2,Amy Adams,1,Jeremy Renner,2,Jennifer Lawrence,1,31,David O. Russell,2,1,Charles Roven,4,none,Alan Baumgarten
BloodRayne,0,0,2006,25000000,25502733,2405420,2908153,3294140,1200000,R,Fantasy,Based on Game,Live Action,Action,0,92,1.246067,Boll KG,United States of America,3.5,114,Kristanna Loken,1,Ben Kingsley,2,Michelle Rodriguez,1,Michael Madsen,2,Matthew Davis,2,11,Uwe Boll,2,1,none,0,none,none
A Walk Among the Tombstones,0,0,2013,28000000,29170796,26017685,27188481,28705859,36090902,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,113,3.510224,Double Feature Films,United States of America,6.2,1084,Liam Neeson,2,Dan Stevens,2,David Harbour,2,Boyd Holbrook,2,Adam David Thompson,0,48,Scott Frank,2,1,Danny DeVito,5,Scott Frank,Jill Savitt
The Boxtrolls,0,0,2014,60000000,61525119,50837305,52362424,55815254,61108946,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,96,3.921435,Laika Entertainment,United States of America,6.6,633,Ben Kingsley,2,Isaac Hempstead Wright,2,Elle Fanning,1,Dee Bradley Baker,2,none,0,18,Anthony Stacchi,2,2,Travis Knight,2,Irena Brignull,Edie Ichioka
Inherent Vice,0,0,2014,20000000,20243329,8110975,8354304,8905195,6661371,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,148,3.262796,Ghoulardi Film Company,United States of America,6.5,792,Joaquin Phoenix,2,Josh Brolin,2,Owen Wilson,2,Katherine Waterston,1,Reese Witherspoon,1,51,Paul Thomas Anderson,2,1,Paul Thomas Anderson,3,none,Leslie Jones
Rio 2,0,0,2014,130000000,133946153,131538435,135484588,144418576,361307856,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,101,4.572158,Blue Sky Studios,United States of America,6.4,906,Jesse Eisenberg,2,Anne Hathaway,1,Leslie Mann,1,Jamie Foxx,2,Andy GarcÃ­a,2,21,Carlos Saldanha,2,1,John C. Donkin,2,Don Rhymer,Harry Hitner
Resident Evil: The Final Chapter,0,0,2016,40000000,40348981,26844692,27193673,27837790,280509214,R,Science Fiction,Based on Game,Live Action,Action,1,106,0.239724,Impact Pictures,France,6,1023,Milla Jovovich,1,Iain Glen,2,Ali Larter,1,Shawn Roberts,2,Eoin Macken,2,12,Paul W.S. Anderson,2,1,Paul W.S. Anderson,4,none,Doobie White
